COD_LOGRAD;CATEGORIA;PREPOSICAO;NOME;LOTE;SECAO;REFERENCIA;DATA_INSTA;OBSERVACAO;LATITUDE;LONGITUDE
7975121;R;;DOMINGOS CRESCENCIO;490;Sudeste;;de 12/06 a 26/06/08;;-30,04850143;-51,20555118
7975121;R;;DOMINGOS CRESCENCIO;348;Sudeste;Ponto de Taxi;de 12/06 a 26/06/08;;-30,04921521;-51,20679337
7975121;R;;DOMINGOS CRESCENCIO;279;Sudeste;;de 12/06 a 26/06/08;;-30,04960497;-51,20731318
7975121;R;;DOMINGOS CRESCENCIO;156;Sudeste;;de 12/06 a 26/06/08;;-30,05026476;-51,20859115
7974405;R;;VICENTE DA FONTOURA;1658;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,04696876;-51,19864097
7974405;R;;VICENTE DA FONTOURA;1679;Sudeste;;de 12/06 a 26/06/08;;-30,04673087;-51,19802381
7974405;R;;VICENTE DA FONTOURA;1541;Sudeste;;de 12/06 a 26/06/08;;-30,04707637;-51,1986856
7974405;R;;VICENTE DA FONTOURA;1512;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,04752814;-51,19968745
7974405;R;;VICENTE DA FONTOURA;1474;Sudeste;Ponto de Taxi;de 12/06 a 26/06/08;;-30,04779185;-51,20016954
7974405;R;;VICENTE DA FONTOURA;1445;Sudeste;;de 12/06 a 26/06/08;;-30,04790466;-51,20022121
7974405;R;;VICENTE DA FONTOURA;1320;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,04858941;-51,20166889
7974405;R;;VICENTE DA FONTOURA;1255;Sudeste;;de 12/06 a 26/06/08;;-30,04880334;-51,20191138
7974405;R;;VICENTE DA FONTOURA;1124;Sudeste;Ponto de Taxi;de 12/06 a 26/06/08;;;
7974405;R;;VICENTE DA FONTOURA;1135;Sudeste;;de 12/06 a 26/06/08;;-30,04950106;-51,20321863
7974405;R;;VICENTE DA FONTOURA;1080;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,04951829;-51,20341105
7974405;R;;VICENTE DA FONTOURA;975;Sudeste;;de 12/06 a 26/06/08;;-30,05019481;-51,20453177
7974405;R;;VICENTE DA FONTOURA;882;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05065539;-51,2055304
7974405;R;;VICENTE DA FONTOURA;851;Sudeste;;de 12/06 a 26/06/08;;-30,05094222;-51,20589927
7974405;R;;VICENTE DA FONTOURA;720;Sudeste;;de 12/06 a 26/06/08;;-30,05154698;-51,20718665
7974405;R;;VICENTE DA FONTOURA;693;Sudeste;;de 12/06 a 26/06/08;;-30,05170983;-51,20732584
8075046;R;;MONSENHOR VERAS;31;Sudeste;;de 12/06 a 26/06/08;;-30,0516587;-51,20490615
8075046;R;;MONSENHOR VERAS;176;Sudeste;;de 12/06 a 26/06/08;;-30,05093483;-51,20367475
8075046;R;;MONSENHOR VERAS;339;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05017903;-51,20209418
8075046;R;;MONSENHOR VERAS;336;Sudeste;;de 12/06 a 26/06/08;;-30,05017215;-51,20224209
8075046;R;;MONSENHOR VERAS;487;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,0494661;-51,2007298
8075046;R;;MONSENHOR VERAS;607;Sudeste;;de 12/06 a 26/06/08;;-30,04882481;-51,19950092
8075046;R;;MONSENHOR VERAS;635;Sudeste;;de 12/06 a 26/06/08;;-30,04882456;-51,19950044
8075038;R;;VEADOR PORTO;793;Sudeste;Ponto de Taxi;de 12/06 a 26/06/08;;-30,04901133;-51,19748264
8075038;R;;VEADOR PORTO;733;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,04919833;-51,19783527
8075038;R;;VEADOR PORTO;456;Sudeste;;de 12/06 a 26/06/08;;-30,05042934;-51,20030483
8075038;R;;VEADOR PORTO;313;Sudeste;;de 12/06 a 26/06/08;;-30,0512773;-51,20175835
8074213;R;;LUIZ DE CAMOES;723;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05275715;-51,19944701
8075129;R;;EUCLYDES DA CUNHA;381;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05197261;-51,19712915
8075129;R;;EUCLYDES DA CUNHA;223;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05314258;-51,19836834
8075129;R;;EUCLYDES DA CUNHA;210;Sudeste;;de 12/06 a 26/06/08;;-30,05318666;-51,19852785
8075129;R;;EUCLYDES DA CUNHA;281;Sudeste;Orelhao;de 12/06 a 26/06/08;;-30,05269315;-51,19789226
8076150;R;;LIVRAMENTO;151;Sudeste;;de 12/06 a 26/06/08;;-30,04439323;-51,20061143
8076150;R;;LIVRAMENTO;195;Sudeste;;de 12/06 a 26/06/08;End. Anterior: Luiz Afonso, 345 - Sra eliane solicita retirada do cesto de frente … sua residência, transferida para endereço onde havia solicitação;-30,04478473;-51,20033448
8076150;R;;LIVRAMENTO;414;Sudeste;;de 12/06 a 26/06/08;;-30,04646418;-51,19904258
8076150;R;;LIVRAMENTO;479;Sudeste;;de 12/06 a 26/06/08;;-30,04705389;-51,19872254
8076119;R;;SAO FRANCISCO;759;Sudeste;;de 12/06 a 26/06/08;;-30,04964107;-51,19897072
8076119;R;;SAO FRANCISCO;739;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,0494287;-51,1991212
8076119;R;;SAO FRANCISCO;493;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,04767751;-51,20036989
8077091;R;;SAO MANOEL;1385;Sudeste;;de 12/06 a 26/06/08;;-30,0457873;-51,20377605
8077091;R;;SAO MANOEL;1485;Sudeste;Orelhao;de 12/06 a 26/06/08;;-30,04690706;-51,2029939
8077091;R;;SAO MANOEL;1632;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,0480541;-51,20209024
8077091;R;;SAO MANOEL;1694;Sudeste;;de 12/06 a 26/06/08;;-30,04863746;-51,20167982
8077091;R;;SAO MANOEL;1744;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,04874675;-51,20160339
8077091;R;;SAO MANOEL;1949;Sudeste;;de 12/06 a 26/06/08;;-30,05054018;-51,20043249
8077091;R;;SAO MANOEL;1970;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05050229;-51,20036189
8077091;R;;SAO MANOEL;1995;Sudeste;;de 12/06 a 26/06/08;;-30,05073326;-51,20029661
8077091;R;;SAO MANOEL;2096;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05173746;-51,19949259
8077091;R;;SAO MANOEL;2155;Sudeste;Orelhao;de 12/06 a 26/06/08;;-30,05213896;-51,19930728
8077091;R;;SAO MANOEL;2300;Sudeste;;de 12/06 a 26/06/08;;;
8077091;R;;SAO MANOEL;2340;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05356802;-51,1979708
8076168;R;;SAO LUIZ;1237;Sudeste;;de 12/06 a 26/06/08;;;
8076168;R;;SAO LUIZ;1187;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05322618;-51,20062825
8076168;R;;SAO LUIZ;971;Sudeste;;de 12/06 a 26/06/08;;;
8076168;R;;SAO LUIZ;890;Sudeste;;de 12/06 a 26/06/08;;-30,0503744;-51,20255036
8076168;R;;SAO LUIZ;810;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,050001;-51,20281519
8076168;R;;SAO LUIZ;725;Sudeste;;de 12/06 a 26/06/08;;-30,04948895;-51,20327583
8076168;R;;SAO LUIZ;600;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,04871714;-51,20371423
8076168;R;;SAO LUIZ;520;Sudeste;;de 12/06 a 26/06/08;;-30,0477621;-51,20437569
8076168;R;;SAO LUIZ;494;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,04749522;-51,20456077
8076168;R;;SAO LUIZ;451;Sudeste;;de 12/06 a 26/06/08;;-30,04714029;-51,20490377
7976277;R;;GOMES JARDIM;605;Sudeste;;de 12/06 a 26/06/08;;-30,0487677;-51,20558559
7976277;R;;GOMES JARDIM;801;Sudeste;;de 12/06 a 26/06/08;;-30,05029944;-51,20450698
7976202;R;;SANTANA;1672;Sudeste;;de 12/06 a 26/06/08;;-30,05225532;-51,20493467
7976202;R;;SANTANA;1670;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05222842;-51,20495376
7976202;R;;SANTANA;1639;Sudeste;;de 12/06 a 26/06/08;;-30,05186284;-51,20531063
7976202;R;;SANTANA;1521;Sudeste;;de 12/06 a 26/06/08;;;
7976202;R;;SANTANA;1498;Sudeste;;de 12/06 a 26/06/08;;;
7976202;R;;SANTANA;1455;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05056594;-51,206213
7976202;R;;SANTANA;1396;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05003206;-51,20649145
7976202;R;;SANTANA;1302;Sudeste;;de 12/06 a 26/06/08;;-30,04935977;-51,20696701
7976202;R;;SANTANA;1225;Sudeste;Orelhao;de 12/06 a 26/06/08;;-30,04816371;-51,20790964
7877186;AV;;JOAO PESSOA;2510;Sudeste;;de 12/06 a 26/06/08;;-30,05121514;-51,20859553
7877186;AV;;JOAO PESSOA;2452;Sudeste;;de 12/06 a 26/06/08;;-30,05060781;-51,20905295
7877186;AV;;JOAO PESSOA;2408;Sudeste;Corredor Onibus;de 12/06 a 26/06/08;;-30,0502973;-51,20929186
7877186;AV;;JOAO PESSOA;2418;Sudeste;Corredor Onibus;de 12/06 a 26/06/08;;-30,05040855;-51,20920613
7877186;AV;;JOAO PESSOA;2391;Sudeste;Terminal;de 12/06 a 26/06/08;;-30,05028933;-51,20939788
7877186;AV;;JOAO PESSOA;2301;Sudeste;;de 12/06 a 26/06/08;;-30,049727;-51,20983123
8077091;R;;SAO MANOEL;2411;Sudeste;;de 12/06 a 26/06/08;;-30,05423471;-51,19722684
8175135;R;;DR LOSSIO;158;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05449832;-51,19673752
8175135;R;;DR LOSSIO;257;Sudeste;Orelhao;de 12/06 a 26/06/08;;-30,05472904;-51,19655097
8175135;R;;DR LOSSIO;310;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05497115;-51,1961069
8174138;R;;CEL JAIME DA COSTA PEREIRA;268;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05527902;-51,1921192
8174146;R;;PADRE CALDAS;21;Sudeste;Orelhao;de 12/06 a 26/06/08;;-30,05730903;-51,19360743
8174146;R;;PADRE CALDAS;59;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05758001;-51,19297856
8174146;R;;PADRE CALDAS;61;Sudeste;;de 12/06 a 26/06/08;;-30,05759902;-51,19293416
8174161;R;;PORTUGUESA;111;Sudeste;;de 12/06 a 26/06/08;;-30,05843609;-51,1922496
8174161;R;;PORTUGUESA;10;Sudeste;Ponto de Taxi;de 12/06 a 26/06/08;;-30,05937919;-51,19285434
8174161;R;;PORTUGUESA;210;Sudeste;;de 12/06 a 26/06/08;;-30,05746032;-51,19181275
8075145;R;;MONTEIRO LOBATO;236;Sudeste;Ponto de Taxi;de 12/06 a 26/06/08;;-30,05394395;-51,19700958
8174187;R;;BENTO DE AMARAL;44;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05669324;-51,19055951
8276016;R;;BARAO DO AMAZONAS;1837;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05981573;-51,19200729
8276016;R;;BARAO DO AMAZONAS;1847;Sudeste;Ponto de Taxi;de 12/06 a 26/06/08;;-30,05993629;-51,19207743
8276016;R;;BARAO DO AMAZONAS;1710;Sudeste;Orelhao;de 12/06 a 26/06/08;;-30,05833417;-51,19110587
8276016;R;;BARAO DO AMAZONAS;1540;Sudeste;;de 12/06 a 26/06/08;;-30,0569074;-51,19032868
8276016;R;;BARAO DO AMAZONAS;1412;Sudeste;;de 12/06 a 26/06/08;;-30,05614157;-51,18990835
8276016;R;;BARAO DO AMAZONAS;1437;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05613659;-51,18999756
8276016;R;;BARAO DO AMAZONAS;1581;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05727845;-51,1906226
8276016;R;;BARAO DO AMAZONAS;1677;Sudeste;;de 12/06 a 26/06/08;;-30,05824315;-51,19114809
8276016;R;;BARAO DO AMAZONAS;1667;Sudeste;;de 12/06 a 26/06/08;;-30,05814266;-51,19109335
8276024;R;;GUILHERME ALVES;1400;Sudeste;;de 12/06 a 26/06/08;;-30,06017504;-51,19102159
8276024;R;;GUILHERME ALVES;1310;Sudeste;;de 12/06 a 26/06/08;;-30,05917712;-51,19046624
8276024;R;;GUILHERME ALVES;1198;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05804209;-51,18983444
8276024;R;;GUILHERME ALVES;1149;Sudeste;;de 12/06 a 26/06/08;;-30,0577282;-51,18975187
8276024;R;;GUILHERME ALVES;1066;Sudeste;;de 12/06 a 26/06/08;;-30,05677537;-51,18912944
8276024;R;;GUILHERME ALVES;1056;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05667952;-51,18907612
8276024;R;;GUILHERME ALVES;1010;Sudeste;;de 12/06 a 26/06/08;;-30,0562386;-51,18883085
8276024;R;;GUILHERME ALVES;1003;Sudeste;;de 12/06 a 26/06/08;;-30,05645169;-51,18904154
7975113;AV;;BENTO GONCALVES;63;Sudeste;;de 12/06 a 26/06/08;;-30,05057589;-51,21247592
7975113;AV;;BENTO GONCALVES;67;Sudeste;;de 12/06 a 26/06/08;;-30,05059661;-51,21243523
7975113;AV;;BENTO GONCALVES;91;Sudeste;;de 12/06 a 26/06/08;;-30,05071084;-51,21221098
7975113;AV;;BENTO GONCALVES;173;Sudeste;;de 12/06 a 26/06/08;;-30,05106163;-51,21147651
7975113;AV;;BENTO GONCALVES;215;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05114596;-51,21105184
7975113;AV;;BENTO GONCALVES;303;Sudeste;;de 12/06 a 26/06/08;;-30,05118001;-51,21017118
7975113;AV;;BENTO GONCALVES;313;Sudeste;Corredor Onibus;de 12/06 a 26/06/08;;-30,05118437;-51,21006822
7975113;AV;;BENTO GONCALVES;343;Sudeste;Corredor Onibus;de 12/06 a 26/06/08;;-30,05120178;-51,20971213
7975113;AV;;BENTO GONCALVES;415;Sudeste;;de 12/06 a 26/06/08;;-30,05135944;-51,20878244
7975113;AV;;BENTO GONCALVES;455;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05147677;-51,20849067
7975113;AV;;BENTO GONCALVES;519;Sudeste;;de 12/06 a 26/06/08;;-30,05173634;-51,20771525
7975113;AV;;BENTO GONCALVES;587;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05187384;-51,20732231
7975113;AV;;BENTO GONCALVES;671;Sudeste;;de 12/06 a 26/06/08;;-30,0521096;-51,20664486
7975113;AV;;BENTO GONCALVES;767;Sudeste;;de 12/06 a 26/06/08;;-30,052531;-51,20554041
7975113;AV;;BENTO GONCALVES;781;Sudeste;;de 12/06 a 26/06/08;;-30,0526144;-51,20531026
7975113;AV;;BENTO GONCALVES;809;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,0527812;-51,20484995
7975113;AV;;BENTO GONCALVES;817;Sudeste;Corredor Onibus;de 12/06 a 26/06/08;;-30,05282886;-51,20471844
7975113;AV;;BENTO GONCALVES;827;Sudeste;Corredor Onibus;de 12/06 a 26/06/08;;-30,05284708;-51,20466983
7975113;AV;;BENTO GONCALVES;891;Sudeste;;de 12/06 a 26/06/08;;-30,05299424;-51,20427726
7975113;AV;;BENTO GONCALVES;995;Sudeste;Orelhao;de 12/06 a 26/06/08;;-30,05338466;-51,20323806
7975113;AV;;BENTO GONCALVES;1043;Sudeste;Orelhao;de 12/06 a 26/06/08;;-30,05356978;-51,20256144
7975113;AV;;BENTO GONCALVES;1209;Sudeste;;de 12/06 a 26/06/08;;-30,05401375;-51,2009136
7975113;AV;;BENTO GONCALVES;1275;Sudeste;;de 12/06 a 26/06/08;;-30,05416234;-51,20056196
7975113;AV;;BENTO GONCALVES;1351;Sudeste;;de 12/06 a 26/06/08;;-30,05478268;-51,199807
7975113;AV;;BENTO GONCALVES;1361;Sudeste;Corredor Onibus;de 12/06 a 26/06/08;;-30,05484229;-51,19973434
7975113;AV;;BENTO GONCALVES;1429;Sudeste;Corredor Onibus;de 12/06 a 26/06/08;;-30,05524764;-51,19924024
7975113;AV;;BENTO GONCALVES;1547;Sudeste;;de 12/06 a 26/06/08;;-30,05595805;-51,19837757
7975113;AV;;BENTO GONCALVES;1617;Sudeste;Orelhao;de 12/06 a 26/06/08;;-30,05638383;-51,19784564
7975113;AV;;BENTO GONCALVES;1741;Sudeste;Orelhao;de 12/06 a 26/06/08;;-30,05705059;-51,19684505
7975113;AV;;BENTO GONCALVES;1755;Sudeste;Corredor Onibus;de 12/06 a 26/06/08;;-30,05711474;-51,19673327
7975113;AV;;BENTO GONCALVES;1803;Sudeste;Corredor Onibus;de 12/06 a 26/06/08;;-30,05740363;-51,19629111
7975113;AV;;BENTO GONCALVES;1839;Sudeste;;de 12/06 a 26/06/08;;-30,0577618;-51,19576712
7975113;AV;;BENTO GONCALVES;1931;Sudeste;Orelhao;de 12/06 a 26/06/08;;-30,05826491;-51,19497077
7975113;AV;;BENTO GONCALVES;2023;Sudeste;;de 12/06 a 26/06/08;;-30,05862385;-51,1943813
7975113;AV;;BENTO GONCALVES;2123;Sudeste;;de 12/06 a 26/06/08;;-30,05921737;-51,19335129
7975113;AV;;BENTO GONCALVES;2123;Sudeste;Corredor Onibus;de 12/06 a 26/06/08;;-30,05921737;-51,19335129
7975113;AV;;BENTO GONCALVES;2199;Sudeste;Corredor Onibus;de 12/06 a 26/06/08;;-30,0595009;-51,19288165
7975113;AV;;BENTO GONCALVES;2187;Sudeste;;de 12/06 a 26/06/08;;-30,05944155;-51,19297996
7975113;AV;;BENTO GONCALVES;2263;Sudeste;;de 12/06 a 26/06/08;;-30,05998247;-51,19206367
7975113;AV;;BENTO GONCALVES;2285;Sudeste;Orelhao;de 12/06 a 26/06/08;;-30,0599822;-51,19206411
7975113;AV;;BENTO GONCALVES;2421;Sudeste;;de 12/06 a 26/06/08;;-30,06080162;-51,19069765
7975113;AV;;BENTO GONCALVES;2459;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,06107776;-51,19023081
7975113;AV;;BENTO GONCALVES;2491;Sudeste;;de 12/06 a 26/06/08;;-30,06107721;-51,19023173
7975113;AV;;BENTO GONCALVES;2541;Sudeste;;de 12/06 a 26/06/08;;-30,06138369;-51,18971504
7975113;AV;;BENTO GONCALVES;2633;Sudeste;Orelhao;de 12/06 a 26/06/08;;-30,06181439;-51,18884692
7975113;AV;;BENTO GONCALVES;2643;Sudeste;Corredor Onibus;de 12/06 a 26/06/08;;-30,06188958;-51,18869286
7975113;AV;;BENTO GONCALVES;2695;Sudeste;Corredor Onibus;de 12/06 a 26/06/08;;-30,06209777;-51,18825956
7975113;AV;;BENTO GONCALVES;2727;Sudeste;;de 12/06 a 26/06/08;;-30,06229096;-51,18785394
7975113;AV;;BENTO GONCALVES;2829;Sudeste;Orelhao;de 12/06 a 26/06/08;;-30,06288917;-51,18665514
7975113;AV;;BENTO GONCALVES;2889;Sudeste;;de 12/06 a 26/06/08;;-30,06298166;-51,18648083
7975113;AV;;BENTO GONCALVES;2899;Sudeste;Corredor Onibus;de 12/06 a 26/06/08;;-30,06303945;-51,18637193
7975113;AV;;BENTO GONCALVES;2919;Sudeste;Corredor Onibus;de 12/06 a 26/06/08;;-30,06317095;-51,18610546
7975113;AV;;BENTO GONCALVES;1947;Sudeste;Orelhao;de 12/06 a 26/06/08;;-30,05835017;-51,19483423
7975113;AV;;BENTO GONCALVES;2948;Sudeste;;de 12/06 a 26/06/08;;-30,06339637;-51,18549085
7975113;AV;;BENTO GONCALVES;2850;Sudeste;;de 12/06 a 26/06/08;;-30,06267531;-51,18689782
7975113;AV;;BENTO GONCALVES;2760;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,06225335;-51,18776015
7975113;AV;;BENTO GONCALVES;2780;Sudeste;;de 12/06 a 26/06/08;;-30,06234841;-51,18756058
7975113;AV;;BENTO GONCALVES;2450;Sudeste;;de 12/06 a 26/06/08;;-30,06068018;-51,19075543
7975113;AV;;BENTO GONCALVES;2460;Sudeste;Corredor Onibus;de 12/06 a 26/06/08;;-30,06073468;-51,19066329
7975113;AV;;BENTO GONCALVES;2470;Sudeste;Corredor Onibus;de 12/06 a 26/06/08;;-30,06078918;-51,19057115
7975113;AV;;BENTO GONCALVES;2480;Sudeste;;de 12/06 a 26/06/08;;-30,06084368;-51,19047901
7975113;AV;;BENTO GONCALVES;2440;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,06062568;-51,19084757
7975113;AV;;BENTO GONCALVES;2328;Sudeste;Orelhao;de 12/06 a 26/06/08;;-30,06030805;-51,19138066
7975113;AV;;BENTO GONCALVES;2274;Sudeste;;de 12/06 a 26/06/08;;-30,05992297;-51,19201672
7975113;AV;;BENTO GONCALVES;2182;Sudeste;;de 12/06 a 26/06/08;;-30,05944113;-51,19283515
7975113;AV;;BENTO GONCALVES;2088;Sudeste;;de 12/06 a 26/06/08;;-30,0589061;-51,19374125
7975113;AV;;BENTO GONCALVES;2076;Sudeste;Corredor Onibus;de 12/06 a 26/06/08;;-30,05883762;-51,1938601
7975113;AV;;BENTO GONCALVES;2018;Sudeste;Corredor Onibus;de 12/06 a 26/06/08;;-30,05852229;-51,19440498
7975113;AV;;BENTO GONCALVES;2028;Sudeste;;de 12/06 a 26/06/08;;-30,05856368;-51,19433549
7975113;AV;;BENTO GONCALVES;1938;Sudeste;Orelhao;de 12/06 a 26/06/08;;-30,0582455;-51,19485958
7975113;AV;;BENTO GONCALVES;1820;Sudeste;;de 12/06 a 26/06/08;;-30,05757082;-51,19591496
7975113;AV;;BENTO GONCALVES;1800;Sudeste;;de 12/06 a 26/06/08;;-30,05734701;-51,19623967
7975113;AV;;BENTO GONCALVES;1700;Sudeste;;de 12/06 a 26/06/08;;-30,05687352;-51,19700813
7975113;AV;;BENTO GONCALVES;1680;Sudeste;;de 12/06 a 26/06/08;;-30,05671235;-51,19725285
7975113;AV;;BENTO GONCALVES;1670;Sudeste;Corredor Onibus;de 12/06 a 26/06/08;;;
7975113;AV;;BENTO GONCALVES;1638;Sudeste;Corredor Onibus;de 12/06 a 26/06/08;;-30,05648805;-51,19756812
7975113;AV;;BENTO GONCALVES;1628;Sudeste;;de 12/06 a 26/06/08;;-30,05640801;-51,19768062
7975113;AV;;BENTO GONCALVES;1618;Sudeste;;de 12/06 a 26/06/08;;-30,05632796;-51,19779312
7975113;AV;;BENTO GONCALVES;1414;Sudeste;;de 12/06 a 26/06/08;;-30,05515154;-51,19923647
7975113;AV;;BENTO GONCALVES;1342;Sudeste;;de 12/06 a 26/06/08;;-30,05457519;-51,19993901
7975113;AV;;BENTO GONCALVES;1318;Sudeste;Corredor Onibus;de 12/06 a 26/06/08;;-30,05457522;-51,19993897
7975113;AV;;BENTO GONCALVES;1272;Sudeste;Corredor Onibus;de 12/06 a 26/06/08;;-30,05416644;-51,20043619
7975113;AV;;BENTO GONCALVES;1248;Sudeste;;de 12/06 a 26/06/08;;-30,0539919;-51,20074379
7975113;AV;;BENTO GONCALVES;1196;Sudeste;;de 12/06 a 26/06/08;;-30,05390824;-51,20100475
7975113;AV;;BENTO GONCALVES;1136;Sudeste;Parada Onibus;de 12/06 a 26/06/08;;-30,05370605;-51,20173273
7975113;AV;;BENTO GONCALVES;948;Sudeste;;de 12/06 a 26/06/08;;-30,05310059;-51,2037876
7975113;AV;;BENTO GONCALVES;876;Sudeste;;de 12/06 a 26/06/08;;-30,05276241;-51,20468607
7975113;AV;;BENTO GONCALVES;776;Sudeste;;de 12/06 a 26/06/08;;-30,05252396;-51,20534411
7975113;AV;;BENTO GONCALVES;766;Sudeste;Corredor Onibus;de 12/06 a 26/06/08;;-30,05246439;-51,20550851
7975113;AV;;BENTO GONCALVES;715;Sudeste;Corredor Onibus;de 12/06 a 26/06/08;;-30,05234479;-51,20602212
7975113;AV;;BENTO GONCALVES;642;Sudeste;;de 12/06 a 26/06/08;;-30,05204298;-51,206613
7975113;AV;;BENTO GONCALVES;596;Sudeste;;de 12/06 a 26/06/08;;-30,05183531;-51,20720968
7975113;AV;;BENTO GONCALVES;502;Sudeste;;de 12/06 a 26/06/08;;-30,05150678;-51,20817031
7975113;AV;;BENTO GONCALVES;394;Sudeste;;de 12/06 a 26/06/08;;-30,05131153;-51,20869843
7975113;AV;;BENTO GONCALVES;342;Sudeste;;de 12/06 a 26/06/08;;-30,05111492;-51,21000204
7975113;AV;;BENTO GONCALVES;302;Sudeste;;de 12/06 a 26/06/08;;-30,05110619;-51,21020833
7975113;AV;;BENTO GONCALVES;190;Sudeste;;de 12/06 a 26/06/08;;-30,05103312;-51,2113093
7975113;AV;;BENTO GONCALVES;116;Sudeste;;de 12/06 a 26/06/08;;-30,05075092;-51,2119614
7975113;AV;;BENTO GONCALVES;50;Sudeste;;de 12/06 a 26/06/08;;-30,05044109;-51,21257638
7975113;AV;;BENTO GONCALVES;38;Sudeste;;de 12/06 a 26/06/08;;-30,05037892;-51,21269843
7975014;AV;;PRINCESA ISABEL;17;Sudeste;;de 12/06 a 26/06/08;;-30,05101472;-51,21269173
7875057;R;;GONCALVES DIAS;1148;Sudeste;Orelhao;de 12/06 a 26/06/08;;-30,0601027;-51,22178239
7875057;R;;GONCALVES DIAS;1039;Sudeste;;de 12/06 a 26/06/08;;-30,05906725;-51,22166707
7875057;R;;GONCALVES DIAS;1022;Sudeste;;de 12/06 a 26/06/08;;-30,05900978;-51,22157188
7975246;AV;;PROF OSCAR PEREIRA;2602;Cruzeiro;Parada Onibus;de 12/06 a 26/06/08;;-30,07347068;-51,20293789
7975246;AV;;PROF OSCAR PEREIRA;2646;Cruzeiro;;de 12/06 a 26/06/08;;-30,07397228;-51,20262055
7975246;AV;;PROF OSCAR PEREIRA;2651;Cruzeiro;;de 12/06 a 26/06/08;;-30,07363793;-51,20292679
7975246;AV;;PROF OSCAR PEREIRA;2601;Cruzeiro;;de 12/06 a 26/06/08;;-30,07309507;-51,20327023
7975246;AV;;PROF OSCAR PEREIRA;2571;Cruzeiro;;de 12/06 a 26/06/08;;-30,07309314;-51,20327137
7975246;AV;;PROF OSCAR PEREIRA;2473;Cruzeiro;Parada Onibus;de 12/06 a 26/06/08;;-30,07205273;-51,2037768
7975246;AV;;PROF OSCAR PEREIRA;2389;Cruzeiro;;de 12/06 a 26/06/08;;-30,07132978;-51,20409404
7975246;AV;;PROF OSCAR PEREIRA;2317;Cruzeiro;;de 12/06 a 26/06/08;;-30,07098056;-51,20424576
7973373;R;;NUNES;595;Cruzeiro;Ponto de Taxi;de 12/06 a 26/06/08;;;
7975246;AV;;PROF OSCAR PEREIRA;2187;Cruzeiro;Parada Onibus;de 12/06 a 26/06/08;;-30,06980798;-51,20474342
7975246;AV;;PROF OSCAR PEREIRA;2135;Cruzeiro;;de 12/06 a 26/06/08;;-30,06909971;-51,20503172
7975246;AV;;PROF OSCAR PEREIRA;2118;Cruzeiro;;de 12/06 a 26/06/08;;-30,06900487;-51,20498162
7975246;AV;;PROF OSCAR PEREIRA;2146;Cruzeiro;Ponto de Taxi;de 12/06 a 26/06/08;;-30,06937904;-51,20483295
7975246;AV;;PROF OSCAR PEREIRA;2188;Cruzeiro;;de 12/06 a 26/06/08;;-30,06987474;-51,20462733
