EndereÃ§o;Complemento;Cidade;Estado;CÃ³digoPostal;Name;Telefone;Bairro;RegiÃ£o OP;URL;Tipo;Categoria;Latitude;Longitude;EndereÃ§o Formatado
Rua General Andrade Neves, 100;;Porto Alegre;RS;90010-210;Curso Para Djs Mixdj;(51)3228-7975;Centro Historico;CENTRO;http://mixdj.com.br;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;mÃºsica;-30,030790421367;-51,228465689824;Rua General Andrade Neves, 100 - Centro, Porto Alegre - RS, 90010-210, RepÃºblica Federativa do Brasil
Rua General CÃ¢mara, 424;;Porto Alegre;RS;90010-230;CineBancÃ¡rios;(51)3433-1200;Centro Historico;CENTRO;http://www.sindbancarios.org.br;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;;-30,031865940101;-51,230099128329;Rua General CÃ¢mara, 424 Porto Alegre, RS 90010-230
Rua General Canabarro, 363;;Porto Alegre;RS;90010-160;IAB Solar Cultural Conde do Porto;(51)3212-2552;Centro Historico;CENTRO;http://www.iab-rs.org.br/temp-arq-dest01.php?PHPSESSID=f392132490b3b47c955d50bb797b8025;ESPAÃ‡O CULTURAL;;-30,032777801104;-51,212571641996;Rua General Canabarro, 363 - Centro, Porto Alegre - RS, 90010-160, RepÃºblica Federativa do Brasil
Rua General Couto de MagalhÃ£es, 431;;Porto Alegre;RS;90540-130;Saron Galeria de Artes;(51)3337-1285;Sao Joao;NOROESTE;;ESPAÃ‡O CULTURAL;;-30,016835148963;-51,196858252371;Rua General Couto de MagalhÃ£es, 431 Porto Alegre, RS 90540-130
Rua General JoÃ£o Manoel, 207; Ap 73;Porto Alegre;RS;90010-030;Exposta Photografica;(51)3226-9523;Centro Historico;CENTRO;;ESPAÃ‡O CULTURAL;;-30,030770012634;-51,233485270913;Rua General JoÃ£o Manoel, 207 - Centro, Porto Alegre - RS, 90010-030, RepÃºblica Federativa do Brasil
Rua General JoÃ£o Telles, 329; 4Âº andar;Porto Alegre;RS;90035-120;AssociaÃ§Ã£o Beneficente Cultural Bene Berith Jehuda Halevi;(51)3254-0027;Bom Fim;CENTRO;;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;;-30,03236009362;-51,212482033846;Rua General JoÃ£o Telles, 329 - Bomfim, Porto Alegre - RS, 90035-120, RepÃºblica Federativa do Brasil
Rua General JoÃ£o Telles, 369; 2Âº andar;Porto Alegre;RS;90035-120;Memorial da JustiÃ§a do Trabalho;(51)3222-9580;Bom Fim;CENTRO;www.trt4.jus.br;ESPAÃ‡O CULTURAL;;-30,032882472259;-51,212589211238;Rua General JoÃ£o Telles, 369 - Bomfim, Porto Alegre - RS, 90035-120, RepÃºblica Federativa do Brasil
Rua General JoÃ£o Telles, 379; sala 102;Porto Alegre;RS;90035-120;Arena AssociaÃ§Ã£o de Arte e Cultura;;Bom Fim;CENTRO;http://www.arena.org.br;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;Arte e Cultura;-30,033930554461;-51,21270329633;Rua General JoÃ£o Telles, 379 - Bomfim, Porto Alegre - RS, 90035-120, RepÃºblica Federativa do Brasil
Rua General JoÃ£o Telles, 508;;Porto Alegre;RS;90035-121;Teatro HebraicaAssociaÃ§Ã£o Israelita;(51)3311-3755;Bom Fim;CENTRO;http://www.hebraicars.com.br;ESPAÃ‡O CULTURAL;;-30,03626064856;-51,237656916937;Rua General JoÃ£o Telles, 508 - Bomfim, Porto Alegre - RS, 90035-121, RepÃºblica Federativa do Brasil
Rua General Lima e Silva, 4;;Porto Alegre;RS;90050-101;Azul Galeria Produtora;(51)8154-8037;Centro Historico;CENTRO;http://www.azulgaleria.com.br/;ESPAÃ‡O CULTURAL;artes visuais;-30,038794609873;-51,220982503004;Rua General Lima E Silva, 4 - Centro, Porto Alegre - RS, 90050-101, RepÃºblica Federativa do Brasil
Rua General Lima e Silva, 661;;Porto Alegre;RS;90050-100;Emoldurarte;;Cidade Baixa;CENTRO;http://www.emoldurarte.com/;ESPAÃ‡O CULTURAL;;-30,039269489679;-51,220096116794;Rua General Lima e Silva, 661 Porto Alegre, RS 90050-100
Rua General Lima e Silva, 776; Loja 11;Porto Alegre;RS;90050-101;Guion Arte;(51)3221-3122;Cidade Baixa;CENTRO;http://www.guion.com.br/arte e www.guion.com.br;ESPAÃ‡O CULTURAL;;-30,043524464626;-51,216455742719;Rua General Lima E Silva, 776 - Cidade Baixa, Porto Alegre - RS, 90050-101, RepÃºblica Federativa do Brasil
Rua General Vasco Alves,  sn;;Porto Alegre;RS;90010-410;Castelo do Alto da Bronze;(51)3779-9896;Centro Historico;CENTRO;http://castelinhodoaltodabronze.blogspot.com/;ESPAÃ‡O CULTURAL;;-30,047551608797;-51,206390533334;Porto Alegre - RS, 90010-410, RepÃºblica Federativa do Brasil
Rua Gomes Jardim, 497;;Porto Alegre;RS;90620-130;Cultura Japonesa de Porto Alegre;(51)3219-2664;Santana;CENTRO;http://www.acj-poa.com.br/;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;Cultura nipÃ´nica;-30,058575706378;-51,227978179871;Rua Gomes Jardim, 497 - Santana, Porto Alegre - RS, 90620-130, RepÃºblica Federativa do Brasil
Rua GonÃ§alo de Carvalho, 22;;Porto Alegre;RS;90035-170;Casa da MÃºsica;(51)9968-0572;Independencia;CENTRO;;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;mÃºsica;-30,026831168852;-51,209560271087;Rua GonÃ§alo de Carvalho, 22 Porto Alegre, RS 90035-170
Rua GrÃ£o ParÃ¡, 179;;Porto Alegre;RS;90850-170;Teatro Nilton Filho;(51)3028-3663;Menino Deus;CENTRO;;ESPAÃ‡O CULTURAL;;-29,9858135048;-51,198268428858;Rua GrÃ£o ParÃ¡, 179 - Menino Deus, Porto Alegre - RS, 90850-170, RepÃºblica Federativa do Brasil
Rua HilÃ¡rio Ribeiro, 298;;Porto Alegre;RS;90510-040;Galeria Mallmann Arte ContemporÃ¢nea;(51)3346-6035;Moinhos de Vento;CENTRO;;ESPAÃ‡O CULTURAL;;-30,025574936404;-51,204013850016;Rua HilÃ¡rio Ribeiro, 298 Porto Alegre, RS 90510-040
Rua Jaime Topolar, 530;;Porto Alegre;RS;90245-300;Biblioteca ComunitÃ¡ria FÃ© e Alegria;(51)3362-7991;Farrapos;HUMAITA/NAVEGANTES;;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura,  teatro, fotografia, danÃ§a;-30,042536973292;-51,22449343728;Rua Jayme Tolpolar, 530 - Farrapos, Porto Alegre - RS, 90245-300, RepÃºblica Federativa do Brasil
Rua JoÃ£o Abbott, 263;;Porto Alegre;RS;90460-150;EspaÃ§o de CriaÃ§Ã£o Musical;(51)3332-7224;Petropolis;CENTRO;;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;;-30,042035061448;-51,187053077846;Rua JoÃ£o Abbott, 263 Porto Alegre, RS 90460-150
Rua JoÃ£o Alfredo, 582;;Porto Alegre;RS;90050-230;Museu de Porto Alegre Joaquim Felizardo Solar Lopo GonÃ§alves;(51)3289-8096;Cidade Baixa;CENTRO;http://www2.portoalegre.rs.gov.br/smc/default.php?reg=4&p_secao=19;ESPAÃ‡O CULTURAL;;-30,042536102389;-51,224494359577;Rua JoÃ£o Alfredo, 582 - Cidade Baixa, Porto Alegre - RS, 90050-230, RepÃºblica Federativa do Brasil
Rua JoÃ£o Caetano, 285;;Porto Alegre;RS;90470-260;Biblioteca do Instituto Cervantes;(51)3330-9452;Tres Figueiras;LESTE;http://portoalegre.cervantes.es/br/biblioteca_portugues/biblioteca_portugues.htm;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, mÃºsica, audiovisual;-30,032362882149;-51,212489167439;Rua JoÃ£o Caetano, 285 - TrÃªs Figueiras, Porto Alegre - RS, 90470-260, RepÃºblica Federativa do Brasil
Rua JoÃ£o Telles, 329; 2Âº andar;Porto Alegre;RS;90035-120;Museu Judaico de Porto Alegre;(51)3311-0379;Bom Fim;CENTRO;;ESPAÃ‡O CULTURAL;;-30,034009877895;-51,220648226042;Rua General JoÃ£o Telles, 329 - Bomfim, Porto Alegre - RS, 90035-120, RepÃºblica Federativa do Brasil
Rua Landel de Moura, 678;;Porto Alegre;RS;91920-150;Atelier e Galeria AloÃ­zio Pedersen;(51)3268-8709;Tristeza;SUL;;ESPAÃ‡O CULTURAL;;-30,115498940714;-51,253346160051;Rua Landel de Moura, 678 Porto Alegre, RS 91920-150
Rua Luciana Abreu, 450;;Porto Alegre;RS;90570-060;Garagem de Arte Ita Stockinger;(51)3346-5020;Moinhos de Vento;CENTRO;;ESPAÃ‡O CULTURAL;;-30,045146637236;-51,224727404673;Rua Luciana Abreu, 450 Porto Alegre, RS 90570-060
Rua Luiz Englert,  sn;;Porto Alegre;RS;90040-040;Sala Qorpo Santo        ;(51)3308-3080;Farroupilha;CENTRO;http://www.difusaocultural.ufrgs.br;ESPAÃ‡O CULTURAL;;-30,02127789672;-51,20001318538;Central, Porto Alegre - RS, 90040-040, RepÃºblica Federativa do Brasil
Rua MarquÃªs do Herval, 280;;Porto Alegre;RS;90570-140;SalÃ£o Leopoldina;(51)3323-4311;Moinhos de Vento;CENTRO;http://www.juvenil.com.br/site/locacao_de_saloes_salao_leopoldina.php;ESPAÃ‡O CULTURAL;;-30,155389270084;-51,224274695617;Rua MarquÃªs do Herval, 280 - Moinhos de Vento, Porto Alegre - RS, 90570-140, RepÃºblica Federativa do Brasil
Rua MarquÃªs do Pombal, 1111;;Porto Alegre;RS;90540-000;Filmoteca do Instituto NT;(51)3361-3111;Auxiliadora;CENTRO;;ESPAÃ‡O CULTURAL;;-30,019204632157;-51,19267007716;Rua MarquÃªs do Pombal, 1111 Porto Alegre, RS 90540-000
Rua MarquÃªs do Pombal, 1111;;Porto Alegre;RS;90540-000;EspaÃ§o de ExposiÃ§Ãµes do Instituto NT;(51)3361-3111;Auxiliadora;CENTRO;;ESPAÃ‡O CULTURAL;fotografia;-30,019202556441;-51,192668097103;Rua MarquÃªs do Pombal, 1111 Porto Alegre, RS 90540-000
Rua MarquÃªs do Pombal, 1111;;Porto Alegre;RS;90540-000;Biblioteca do CinemaInstituto NT;(51)3361-3111;Auxiliadora;CENTRO;;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, audiovisual;-30,019204558802;-51,192667069617;Rua MarquÃªs do Pombal, 1111 Porto Alegre, RS 90540-000
Rua MarquÃªs do Pombal, 1111;;Porto Alegre;RS;90540-000;Sala NT Instituto NT de Cinema e Cultura;(51)3361-3111;Auxiliadora;CENTRO;;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;;-30,032299408795;-51,229803630187;Rua MarquÃªs do Pombal, 1111 Porto Alegre, RS 90540-000
Rua Mostardeiro, 157;;Porto Alegre;RS;90430-000;Morandi Arte E Arte;(51)3346-1732;Moinhos de Vento;CENTRO;;ESPAÃ‡O CULTURAL;;-30,057122872003;-51,225289815814;Rua Mostardeiro, 157 Porto Alegre, RS 90430-000
Rua Mucio Teixeira, 1476;;Porto Alegre;RS;90150-090;Piano & Cia Escola de MÃºsica;(51)3231-6194;Menino Deus;CENTRO;;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;mÃºsica;-30,032923622315;-51,216991416637;Rua Mucio Teixeira, 1476 Porto Alegre, RS 90150-090
Rua Oiampi, 304;;Porto Alegre;RS;91770-580;AntÃ´nio Soriano;(51)3248-4679;Guaruja;SUL;http://sorianopainter.com/;ESPAÃ‡O CULTURAL;artes visuaus;-30,024279072737;-51,201104793421;Rua Oiampi, 304 - GuarujÃ¡, Porto Alegre - RS, 91770-580, RepÃºblica Federativa do Brasil
Rua Olavo Barreto Viana, 36; 4Âº Andar;Porto Alegre;RS;90570-070;GNC Cinemas Moinhos Shopping;(51)3395-5629;Moinhos de Vento;CENTRO;http://www.gnccinemas.com.br;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;;-30,024271485881;-51,201100594602;Rua Olavo Barreto Viana, 36 - Moinhos de Vento, Porto Alegre - RS, 90570-070, RepÃºblica Federativa do Brasil
Rua Olavo Barreto Viana, 36; 3Âº Andar;Porto Alegre;RS;90570-070;Galeria de Arte da Loja Massom;(51)3391-4760;Moinhos de Vento;CENTRO;http://www.masson.com.br/;ESPAÃ‡O CULTURAL;;-30,039573066768;-51,239133542331;Rua Olavo Barreto Viana, 36 - Moinhos de Vento, Porto Alegre - RS, 90570-070, RepÃºblica Federativa do Brasil
Rua OtÃ¡vio Caruso da Rocha, 301;;Porto Alegre;RS;90010-395;Centro Municipal de Eventos Almir Azeredo Ramos (Casa do GaÃºcho);(51)3212-3334;Praia de Belas;CENTRO;http://www.centroeventoscasadogaucho.com.br/;ESPAÃ‡O CULTURAL;;-30,017287914324;-51,165597117462;Rua OtÃ¡vio Francisco Caruso da Rocha, 301 - Praia de Belas, Porto Alegre - RS, 90010-395, RepÃºblica Federativa do Brasil
Rua Padre Chagas, 147; sala 804;Porto Alegre;RS;90570-080;Alto da Bronze;(51)3086-3003;Moinhos de Vento;CENTRO;http://www.altodabronze.net/;ESPAÃ‡O CULTURAL;;-30,025108340721;-51,203643534105;Rua Padre Chagas, 147 - Moinhos de Vento, Porto Alegre - RS, 90570-080, RepÃºblica Federativa do Brasil
Rua Padre Chagas, 200;;Porto Alegre;RS;90570-080;Sepe Tiaraju Silveira Souza;(51)3346-8858;Moinhos de Vento;CENTRO;;ESPAÃ‡O CULTURAL;;-30,025696570378;-51,204318326417;Rua Padre Chagas, 200 Porto Alegre, RS 90570-080
Rua Padre Chagas, 65;;Porto Alegre;RS;90570-080;EspaÃ§o Rotta Ely;(51)3737-1100;Moinhos de Vento;CENTRO;;ESPAÃ‡O CULTURAL;;-30,025687408375;-51,204377138286;Rua Padre Chagas, 65 Porto Alegre, RS 90570-080
Rua Padre Chagas, 66;;Porto Alegre;RS;90570-080;Mosaico;(51)3222-3761;Moinhos de Vento;CENTRO;;ESPAÃ‡O CULTURAL;;-30,033286526994;-51,218765922017;Rua Padre Chagas, 66 Porto Alegre, RS 90570-080
Rua Paulo Gama, 110; TÃ©rreo PrÃ©dio 12107;Porto Alegre;RS;90040-060;Biblioteca Central UFRGS (Ã³rgÃ£o coordenador do Sistema de Bibliotecas da UFRGS);(51)3316-3234;Farroupilha;CENTRO;http://www.biblioteca.ufrgs.br/;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura;-30,031482094665;-51,229231691621;Avenida Paulo Gama, 110 - Farroupilha, Porto Alegre - RS, 90040-060, RepÃºblica Federativa do Brasil
Rua Paulo SetÃºbal, 117;;Porto Alegre;RS;91340-100;Centro Cultural ZÃ© Rodrigues;(51)3337-0933;Passo Dareia;NOROESTE;http://www.teatrozerodrigues.com.br/;ESPAÃ‡O CULTURAL;;-30,052666716239;-51,210476441274;Rua Paulo SetÃºbal, 117 - Passo da Areia, Porto Alegre - RS, 91340-100, RepÃºblica Federativa do Brasil
Rua PlÃ¡cido de Castro, 154;;Porto Alegre;RS;90650-070;Museu AÃ§oriano â€“ Sul Rio-Grandense;(51)3217-3487;Santo Antonio;PARTENON;;ESPAÃ‡O CULTURAL;;-30,030323435888;-51,222636860054;Rua PlÃ¡cido de Castro, 154 - Santo AntÃ´nio, Porto Alegre - RS, 90650-070, RepÃºblica Federativa do Brasil
Rua Professor Annes Dias, 295;;Porto Alegre;RS;90020-090;Anfiteatro Hugo Gerdau;(51)3214-8504;Centro Historico;CENTRO;http://www.santacasa.org.br/eventos;ESPAÃ‡O CULTURAL;;-30,035415094284;-51,208402351621;Rua Professor Annes Dias, 295 - Centro, Porto Alegre - RS, 90020-090, RepÃºblica Federativa do Brasil
Rua Quintino BocaiÃºva, 1115;;Porto Alegre;RS;90440-050;Bolsa de Arte de Porto Alegre;(51)3332-6799;Moinhos de Vento;CENTRO;http://www.bolsadearte.com.br/;ESPAÃ‡O CULTURAL;;-30,000341950967;-51,109326842834;Rua Quintino BocaiÃºva, 1115 - Moinhos de Vento, Porto Alegre - RS, 90440-050, RepÃºblica Federativa do Brasil
Rua Ramiro Barcellos, 1853;;Porto Alegre;RS;90035-002;Clube de Cultura ;(51)3331-6920;Bom Fim;CENTRO;http://clubedecultura.blogspot.com/;ESPAÃ‡O CULTURAL;;-30,026731347128;-51,209213451332;Rua Ramiro Barcelos, 1853 - Bomfim, Porto Alegre - RS, 90035-002, RepÃºblica Federativa do Brasil
Rua Ramiro Barcelos, 2400; 3Âº andar PrÃ©dio 21110;Porto Alegre;RS;90035-007;Biblioteca UFRGS Medicina/HCPA;(51)3308-5622;Santana;CENTRO;http://www.famed.ufrgs.br/;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura;-30,041562279882;-51,208040451729;Rua Ramiro Barcelos, 2400 - Santana, Porto Alegre - RS, RepÃºblica Federativa do Brasil
Rua Ramiro Barcelos, 2492; PrÃ©dio 21108;Porto Alegre;RS;90035-007;Biblioteca UFRGS Odontologia;(51)3308-5186;Santana;CENTRO;http://www.ufrgs.br/odonto/biblioteca/;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura;-30,04258797523;-51,207927681135;Rua Ramiro Barcelos, 2492 - Santana, Porto Alegre - RS, RepÃºblica Federativa do Brasil
Rua Ramiro Barcelos, 2574; PrÃ©dio 21201;Porto Alegre;RS;90035-007;Biblioteca UFRGS Centro de Processamento de Dados (CPD);(51)33085223;Santana;CENTRO;http://www.cpd.ufrgs.br/servicos/servicos-de-atendimento/biblioteca-cpd/?searchterm=biblioteca;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura;-30,042286933891;-51,207983394896;Rua Ramiro Barcelos, 2574 - Santana, Porto Alegre - RS, RepÃºblica Federativa do Brasil
Rua Ramiro Barcelos, 2600; PrÃ©dio 21107 ;Porto Alegre;RS;90035-007;Biblioteca UFRGS Psicologia;(51)3308-5236;Santana;CENTRO;;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura;-30,042585773564;-51,207925842545;Rua Ramiro Barcelos, 2600 - Santana, Porto Alegre - RS, RepÃºblica Federativa do Brasil
Rua Ramiro Barcelos, 2600; sala 423 PrÃ©dio 21107;Porto Alegre;RS;90035-006;Biblioteca UFRGS CENTRO DE DOCUMENTAÃ‡ÃƒO E PESQUISA DE SAÃšDE E TRABALHO (CEDOP);(51)3308-5463;Santana;CENTRO;http://www6.ufrgs.br/ppgpsi/;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;arquivo;-30,043544620697;-51,20752667439;Rua Ramiro Barcelos, 2600 - Santana, Porto Alegre - RS, RepÃºblica Federativa do Brasil
Rua Ramiro Barcelos, 2705; PrÃ©dio 22201 4Âº Andar;Porto Alegre;RS;90035-006;Biblioteca UFRGS Biblioteconomia e ComunicaÃ§Ã£o;(51)3308-5068;Santana;CENTRO;http://www.ufrgs.br/fabico/biblioteca.htm;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura;-30,040691465921;-51,208204250993;Rua Ramiro Barcelos, 2705 - Santana, Porto Alegre - RS, RepÃºblica Federativa do Brasil
Rua Ramiro Barcelos, 2777; PrÃ©dio 11202 sala 104;Porto Alegre;RS;90035-007;Biblioteca IFRS UFRGS;(51)3308-5260;Santana;CENTRO;http://www.etcom.ufrgs.br/?page_id=4238;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura;-30,027773426859;-51,208802510495;Rua Ramiro Barcelos - Santana, Porto Alegre - RS, 90035-007, RepÃºblica Federativa do Brasil
Rua Ramiro Barcelos, 910;;Porto Alegre;RS;90035-005;Acervo Cultural do Hospital Moinhos de Vento;(51)3314-3434;Independencia;CENTRO;http://www.hospitalmoinhos.org.br/;ESPAÃ‡O CULTURAL;;-30,026731369255;-51,20921433488;Rua Ramiro Barcelos, 910 - IndependÃªncia, Porto Alegre - RS, 90035-005, RepÃºblica Federativa do Brasil
Rua Ramiro Barcelos, 910; 1Âº Andar;Porto Alegre;RS;90035-005;Biblioteca do Hospital Moinhos de Vento;(51)3314-3310;Independencia;CENTRO;http://www.hospitalmoinhos.org.br/iep/biblioteca.aspx;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura, ;-30,035239707426;-51,1435075703;Rua Ramiro Barcelos, 910 Porto Alegre, RS 90035-005
Rua Ramiro Barcelos, 996;;Porto Alegre;RS;90035-005;Piapiano Academia de MÃºsica e Arte;(51)3321-2494;Independencia;CENTRO;http://www.piapiano.com.br/;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;;-30,037121065288;-51,221470004203;Rua Ramiro Barcelos, 996 - IndependÃªncia, Porto Alegre - RS, 90035-005, RepÃºblica Federativa do Brasil
Rua RepÃºblica do Peru, 398;;Porto Alegre;RS;91210-190;Leopoldo Boeck ;(51)3334-4120;Jardim Sabara;LESTE;;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura;-30,031752430242;-51,231267602546;Itu Sabara, Porto Alegre - RS, 91210-190, RepÃºblica Federativa do Brasil
Rua Riachuelo, 1031;;Porto Alegre;RS;90010-272;Arquivo PÃºblico Estadual;(51)3288-9100;Centro Historico;CENTRO;http://www.apers.rs.gov.br/;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;arquivo;-30,031482137925;-51,229233244774;Rua Riachuelo, 1031 - Centro, Porto Alegre - RS, 90010-272, RepÃºblica Federativa do Brasil
Rua Riachuelo, 1257; 3Âº andar;Porto Alegre;RS;90010-273;HaydÃ©e LeÃ£o de Madureira Instituto Cultural ;(51)3225-2255;Centro Historico;CENTRO;http://www.culturanocultural.com.br/Biblioteca/Default.aspx;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura, audiovisual, ;-30,030671608523;-51,234146252679;Rua Riachuelo, 1257 - Centro, Porto Alegre - RS, 90010-273, RepÃºblica Federativa do Brasil
Rua Riachuelo, 1257;;Porto Alegre;RS;90010-273;AuditÃ³rio Ã‰rico VerÃ­ssimo Teatro do Instituto Cultural;(51)3025-0610;Centro Historico;CENTRO;http://www.culturanocultural.com.br/NucleoDeCultura/CulturalTheater.aspx;ESPAÃ‡O CULTURAL;;-30,031479401904;-51,229235046678;Rua Riachuelo, 1257 Porto Alegre, RS 90010-273
Rua Riachuelo, 1257;;Porto Alegre;RS;90010-273;Cultural Gallery of Arts Dante Sfoggia (Instituto Cultural);(51)4009-2307;Centro Historico;CENTRO;http://www.culturanocultural.com.br/NucleoDeCultura/CulturalArts.aspx;ESPAÃ‡O CULTURAL;;-30,058788340389;-51,184231302002;Rua Riachuelo, 1257 Porto Alegre, RS 90010-273
Rua Salvador FranÃ§a, 1427;;Porto Alegre;RS;90690-000;Museu de CiÃªncias Naturais da FundaÃ§Ã£o ZoobotÃ¢nica do RS ;(51)3320-2000;Jardim Botanico;CENTRO; http://www.fzb.rs.gov.br ;ESPAÃ‡O CULTURAL;;-30,036499170356;-51,20493618202;Rua Doutor Salvador FranÃ§a, 1427 - Partenon, Porto Alegre - RS, 90690-000, RepÃºblica Federativa do Brasil
Rua SÃ£o Manoel, 248;;Porto Alegre;RS;90620-110;Casa ElÃ©trica EspaÃ§o de Cultura;(51)3023-5463;Rio Branco;CENTRO;;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;;-30,038946199092;-51,204999634901;Rua SÃ£o Manoel, 248 - Rio Branco, Porto Alegre - RS, 90620-110, RepÃºblica Federativa do Brasil
Rua SÃ£o Manoel, 285;;Porto Alegre;RS;90620-110;Arte&Fato;(51)3333-9044;Rio Branco;CENTRO;http://artefatogaleria.blogspot.com/;ESPAÃ‡O CULTURAL;;-30,032987865859;-51,221045419711;Rua SÃ£o Manoel, 285 - Rio Branco, Porto Alegre - RS, 90620-110, RepÃºblica Federativa do Brasil
Rua SÃ£o Manoel, 570;;Porto Alegre;RS;90620-110;Extrato Galeria de Arte;(51)3388-6455;Santa Cecilia;CENTRO;;ESPAÃ‡O CULTURAL;;-30,042772157956;-51,205169081286;Rua SÃ£o Manoel, 570 - Santa CecÃ­lia, Porto Alegre - RS, 90620-110, RepÃºblica Federativa do Brasil
Rua SÃ£o Manoel, 963; Sala 101 TÃ©rreo;Porto Alegre;RS;90620-110;Biblioteca UFRGS Enfermagem;(51)3308-5070;Santa Cecilia;CENTRO;http://paginas.ufrgs.br/bibenf;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura;-30,114954422598;-51,100966705538;Rua SÃ£o Manoel, 963 - Santa CecÃ­lia, Porto Alegre - RS, 90620-110, RepÃºblica Federativa do Brasil
Rua Sarmento Leite, 320; PrÃ©dio 12103;Porto Alegre;RS;90050-170;Biblioteca UFRGS Arquitetura;(51)3308-3989;Farroupilha;CENTRO;http://www.ufrgs.br/arquitetura/;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura;-30,033151742751;-51,221128562903;Rua Sarmento Leite, 320 - Farroupilha, Porto Alegre - RS, 90050-170, RepÃºblica Federativa do Brasil
Rua Sarmento Leite, 425;;Porto Alegre;RS;90050-170;Museu de Mineralogia e Petrologia Luiz Englert;(51)3308-4087;Farroupilha;CENTRO;http://www.museumin.ufrgs.br/porsite.htm;ESPAÃ‡O CULTURAL;;-30,029194741378;-51,223305196725;Rua Sarmento Leite, 425 - Farroupilha, Porto Alegre - RS, 90050-170, RepÃºblica Federativa do Brasil
Rua Sarmento Leite, 500; sala 102 PrÃ©dio 12101;Porto Alegre;RS;90050-170;Biblioteca UFRGS CIÃŠNCIAS BÃSICAS DA SAÃšDE (ICBS);(51)3308-3917;Farroupilha;CENTRO;http://paginas.ufrgs.br/bibicbs;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura, arquivo;-30,031522119372;-51,20156289158;Rua Sarmento Leite, 500 - Farroupilha, Porto Alegre - RS, 90050-170, RepÃºblica Federativa do Brasil
Rua Schiller, 14;;Porto Alegre;RS;90430-150;EstaÃ§Ã£o Musical;(51)3388-6605;Rio Branco;CENTRO;;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;mÃºsica;-30,029192598065;-51,223303504893;Rua Schiller, 14 - Rio Branco, Porto Alegre - RS, 90430-150, RepÃºblica Federativa do Brasil
Rua Senhor dos Passos, 248; 1Âº andar;Porto Alegre;RS;90020-180;Pinacoteca BarÃ£o de Santo Ã‚ngelo (UFRGS);(51)3316-4302;Centro Historico;CENTRO;http://www6.ufrgs.br/acervoartes/modules/mastop_publish/ E http://www.ufrgs.br/galeria/;ESPAÃ‡O CULTURAL;;-30,029085389842;-51,23000017177;Rua Senhor dos Passos, 248 - Centro, Porto Alegre - RS, 90020-180, RepÃºblica Federativa do Brasil
Rua Senhor dos Passos, 248;;Porto Alegre;RS;90020-180;Instituto de Artes da UFRGS;;Centro Historico;CENTRO;http://www.artes.ufrgs.br/;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;mÃºsica, artes visuais, artes cÃªnicas, fotografia;-30,029190681466;-51,223305105177;Rua Senhor dos Passos, 248 Porto Alegre, RS 90020-180
Rua Senhor dos Passos, 248; PrÃ©dio 13201;Porto Alegre;RS;90020-180;Biblioteca UFRGS Instituto de Artes;(51)3308-4308;Centro Historico;CENTRO;http://www.ufrgs.br/bibart/;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura;-30,029086194161;-51,23000035316;Rua Senhor dos Passos, 248 Porto Alegre, RS 90020-180
