EndereÃ§o;Complemento;Cidade;Estado;CÃ³digoPostal;Name;Telefone;Bairro;RegiÃ£o OP;URL;Tipo;Categoria;Latitude;Longitude;EndereÃ§o Formatado
Av. SÃ£o Pedro, 778;;Porto Alegre;RS;91570-000;Biblioteca Instituto PolÃ´nia;(51)3342-1060;Sao Geraldo;HUMAITA/NAVEGANTES;http://www.poloniapoa.org/biblioteca.php;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, pesquisa;-30,032564484153;-51,220662459596;Rua SÃ£o Pedro, 778 - Lomba Pinheiro, Porto Alegre - RS, 91570-000, RepÃºblica Federativa do Brasil
Av. Sarmento Leite, 425;;Porto Alegre;RS;90050-170;Museu do Motor da Escola de Engenharia da Universidade Federal do RS;(51)3308-4506;Farroupilha;CENTRO;http://www.mecanica.ufrgs.br/mmotor/;ESPAÃ‡O CULTURAL;;-30,032978432431;-51,22102266499;Av. Sarmento Leite, 425 Porto Alegre, RS 90050-170
Av. Siqueira Campos, 1300; 13Âº andar;Porto Alegre;RS;90010-001;PGM de Porto Alegre;(51)3289-1458;Centro Historico;CENTRO;http://www2.portoalegre.rs.gov.br/pgm/default.php?reg=23&p_secao=6;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;arquivo, livro, leitura;-30,027735395633;-51,228946487685;Rua Siqueira Campos, 1300 - Centro, Porto Alegre - RS, 90010-001, RepÃºblica Federativa do Brasil
Av. TÃºlio de Rose, 100;;Porto Alegre;RS;91340-110;Galeria Instituto Moreira Salles;(51)3341-0624;Passo Dareia;NOROESTE;;ESPAÃ‡O CULTURAL;;-30,022694922015;-51,161791953509;Avenida TÃºlio de Rose, 100 - Passo da Areia, Porto Alegre - RS, 91340-110, RepÃºblica Federativa do Brasil
Av. TÃºlio de Rose, 80; 2Âº andar;Porto Alegre;RS;91340-110;Teatro do Bourbon Country ;(51)3375-3700;Passo Dareia;NOROESTE;http://www.teatrodobourboncountry.com.br/;ESPAÃ‡O CULTURAL;;-30,022683649627;-51,161786922435;Avenida TÃºlio de Rose, 80 - Passo da Areia, Porto Alegre - RS, 91340-110, RepÃºblica Federativa do Brasil
Av. TÃºlio Rose, 80;;Porto Alegre;RS;91340-110;Unibanco Arteplex Shopping Borboun Country;;Passo Dareia;NOROESTE;;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;;-30,042635373679;-51,219181703021;Avenida TÃºlio de Rose, 80 - Passo da Areia, Porto Alegre - RS, 91340-110, RepÃºblica Federativa do Brasil
Av. VenÃ¢ncio Aires, 74;;Porto Alegre;RS;90040-191;Casa da Gravura;(51)3013-5036;Cidade Baixa;CENTRO;http://www.casadagravura.com.br/;ESPAÃ‡O CULTURAL;;-30,039277101849;-51,195914963329;Avenida VenÃ¢ncio Aires, 74 - Ciade Baixa, Porto Alegre - RS, 90040-191, RepÃºblica Federativa do Brasil
Av. Wenceslau Escobar, 2369;205;Porto Alegre;RS;91900-000;Academia Compasso Musical;(51)3268-2085;Tristeza;SUL;;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;mÃºsica;;;Avenida Wenceslau Escobar, 2369 - Tristeza, Porto Alegre - RS, 91900-000, RepÃºblica Federativa do Brasil
Av. Benjamim Costant, 1273;;Porto Alegre;RS;90550-004;Arte Nobre;(51)33434633;Sao Geraldo;HUMAITA/NAVEGANTES;http://www.artenobre.com.br/;ESPAÃ‡O CULTURAL;;-30,012758040114;-51,194482561261;Av.Benjamim Costant, 1273 Porto Alegre, RS 90550-004
Av.OtÃ¡vio Rocha, 40; Sala 16;Porto Alegre;RS;90020-151;Sindimusrs Sindicato dos MÃºsicos Profissionais do Estado do Rio Grande do Sul;(51)3224-8573;Centro Historico;CENTRO;http://www.sindimusirs.com.br;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;;-30,028490332007;-51,22620249298;Avenida OtÃ¡vio Rocha, 40 - Centro, Porto Alegre - RS, 90020-151, RepÃºblica Federativa do Brasil
Av.Severo Dullius, sn;;Porto Alegre;RS;90200-310;EspaÃ§o Cultura;;Sao Joao;NOROESTE;;ESPAÃ‡O CULTURAL;artes visuais, escultura, fotografia;-29,994298809119;-51,171603156131;Av.Severo Dullius, sn Porto Alegre, RS 90200-310
Avenida Augusto de Carvalho, 1133;;Porto Alegre;RS;90010-300;Memorial SERPRO  ServiÃ§o Federal de Processamentos de Dados de Porto Alegre;(51)2129-1231;Centro Historico;CENTRO;www.serpro.gov.br;ESPAÃ‡O CULTURAL;;-30,036654019149;-51,232781774969;Avenida Augusto de Carvalho, 1133 Porto Alegre, RS 90010-300
Avenida Borges de Medeiros, 108;;Porto Alegre;RS;90020-020;Cinemateca CapitÃ³lio ;(51)3226-3311;Centro Historico;CENTRO;http://www.capitolio.org.br/;ESPAÃ‡O CULTURAL;;-30,027994872489;-51,228276741132;Avenida Borges de Medeiros, 108 Porto Alegre, RS 90020-020
Avenida Borges de Medeiros, 108;;Porto Alegre;RS;90020-020;Cinemateca CapitÃ³lio;(51)3226-3311;Centro Historico;CENTRO;http://www.capitolio.org.br/;ESPAÃ‡O CULTURAL;;-30,027996568209;-51,228281623152;Avenida Borges de Medeiros, 108 Porto Alegre, RS 90020-020
Avenida Nova York, 48 e 52;;Porto Alegre;RS;90550-070;72 NY Gallery Garden;(51)3012-0172;Auxiliadora;CENTRO;http://www.72newyork.com.br;ESPAÃ‡O CULTURAL;fotografia, artes visuais;-30,022017309409;-51,1950054638;Avenida Nova York, 48 e 52 Porto Alegre, RS 90550-070
Avenida Osvaldo Aranha, sn;;Porto Alegre;RS;90035-190;AuditÃ³rio AraÃºjo Vianna;(51)3311-5156;Bom Fim;CENTRO;www.araujovianna.com.br;ESPAÃ‡O CULTURAL;PATRIMONIO, MUSICA;-30,033852407654;-51,216707534129;Avenida Osvaldo Aranha, sn Porto Alegre, RS 90035-190
Avenida Otto Niemeyer, 650;;Porto Alegre;RS;91910-001;Anfiteatro Padre RÃ©us;(51)3268-6811;Tristeza;SUL;http://www.escolapadrereus.com.br/;ESPAÃ‡O CULTURAL;;-30,109593604852;-51,253159316181;Avenida Otto Niemeyer, 650 Porto Alegre, RS 91910-001
Avenida PlÃ­nio Kroeff, ;;Porto Alegre;RS;91150-170;Complexo Cultural do Porto Seco ;(51)3289-8121;Sarandi;NORTE;www.portoalegre.rs.gov.br/carnaval;ESPAÃ‡O CULTURAL;;-29,998359965747;-51,114542574805;Avenida PlÃ­nio Kroeff, Porto Alegre - RS, 91150-170, RepÃºblica Federativa do Brasil
Avenida Presidente JoÃ£o Goulart, 551;;Porto Alegre;RS;90010-120;Teatro Neelic, Usina do GasÃ´metro Sala 504;(51)3391-5931;Centro Historico;CENTRO;http://www.neelic.com.br/portal/;ESPAÃ‡O CULTURAL;;-30,034337088099;-51,240603700675;Avenida Presidente JoÃ£o Goulart, 551 Porto Alegre, RS 90010-120
Estrada JoÃ£o de Oliveira RemiÃ£o, 2874;;Porto Alegre;RS;91787-750;Museu ComunitÃ¡rio da Lomba do Pinheiro / Memorial da FamÃ­lia RemiÃ£o;(51)3028-2049;Lomba do Pinheiro;LOMBA DO PINHEIRO;;ESPAÃ‡O CULTURAL;;-30,10164084725;-51,124493996357;Estrada JoÃ£o de Oliveira RemiÃ£o, 2874 Porto Alegre, RS 91787-750
Estrada JoÃ£o de Oliveira RemiÃ£o, 7193; Parada 18;Porto Alegre;RS;91787-750;LeverdÃ³gil de Freitas IPDAE;(51)3336-3713;Lomba do Pinheiro;LOMBA DO PINHEIRO;http://www.ipdae.org/biblioteca.php?menu=biblioteca&sub=biblioteca;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura;-30,128617077534;-51,098429728402;Estrada JoÃ£o de Oliveira RemiÃ£o, 7193 - Lomba Pinheiro, Porto Alegre - RS, 91787-750, RepÃºblica Federativa do Brasil
Largo dos CampeÃµes, 1;;Porto Alegre;RS;90880-440;Museu do GrÃªmio Football Porto Alegrense ErmÃ­no Bittencourt ;(51)3218-2844;Medianeira;CRUZEIRO;http://www.gremio.net/news/view.aspx?id=6221;ESPAÃ‡O CULTURAL;;-30,059067374399;-51,214485801537;Largo dos CampeÃµes, 1 Porto Alegre, RS 90880-440
Largo Jornalista GlÃªnio Peres, ;;Porto Alegre;RS;90020-020;Mercado PÃºblico;(51)3289-4801;Centro Historico;CENTRO;http://www2.portoalegre.rs.gov.br/mercadopublico/default.php?p_secao=20;ESPAÃ‡O CULTURAL;;-30,028076585884;-51,22714113369;Largo Jornalista GlÃªnio Peres - Centro, Porto Alegre - RS, 90020-050, RepÃºblica Federativa do Brasil
Largo Jornalista GlÃªnio Peres, ;;Porto Alegre;RS;90020-070;Galeria Mario Quintana;(51)3363-8477;Centro Historico;CENTRO;http://www.trensurb.gov.br/paginas/galeria_projetos_detalhes.php?codigo_sitemap=65&codigo_sitemap_pai=5;ESPAÃ‡O CULTURAL;fotografia, artes visuais;-30,02808008182;-51,22714206491;Largo Jornalista GlÃªnio Peres - Centro, Porto Alegre - RS, 90020-050, RepÃºblica Federativa do Brasil
Largo Jornalista GlÃªnio Peres,  Mercado PÃºblico Central; Sala 38;Porto Alegre;RS;90020-020;Memorial do Mercado;(51)3225-0793;Centro Historico;CENTRO;http://www2.portoalegre.rs.gov.br/mercadopublico/default.php?p_secao=42;ESPAÃ‡O CULTURAL;;-30,032299408795;-51,229803630187;Central, Porto Alegre - RS, 90010-300, RepÃºblica Federativa do Brasil
Largo Jornalista GlÃªnio Peres,  Mercado PÃºblico Central; Sala 38;Porto Alegre;RS;90020-020;Livraria Ilhota;(51)3225-0793;Centro Historico;CENTRO;http://www2.portoalegre.rs.gov.br/smc/default.php?reg=1&p_secao=168;ESPAÃ‡O CULTURAL;;-30,032299408795;-51,229803630187;
Largo Jornalista GlÃªnio Peres,  Mercado PÃºblico Central; Sala 38;Porto Alegre;RS;90020-020;ObservatÃ³rio da Cultura;(51)3225-0793;Centro Historico;CENTRO;http://www2.portoalegre.rs.gov.br/smc/default.php?reg=5&p_secao=19;ESPAÃ‡O CULTURAL;;-30,079125646126;-51,22539329283;
Largo Vespasiano Julio Veppo, 11; EstaÃ§Ã£o RodoviÃ¡ria ;Porto Alegre;RS;90035-040;Galeria PÃºblica de Street Art;(51)3363-8413;Centro Historico;CENTRO;;ESPAÃ‡O CULTURAL;artes visuais, grafitti;-30,034786629668;-51,226222970653;
Luiz Guaranha, 44;;Porto Alegre;RS;90160-110;AssociaÃ§Ã£o ComunitÃ¡ria Cultural Quilombo do Ãrea;(51)3221-5859;Menino Deus;CENTRO;;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;;-30,032559207232;-51,22956931274;Luiz Guaranha, 44 Porto Alegre, RS 90160-110
PraÃ§a da AlfÃ¢ndega,  sn;;Porto Alegre;RS;90010-150;MARGS Museu de Arte do Rio Grande do Sul Ado Malagoni;(51)3227-2311;Centro Historico;CENTRO;www.margs.rs.gov.br;ESPAÃ‡O CULTURAL;;-30,032286431165;-51,229793028042;Centro, Porto Alegre - RS, 90010-150, RepÃºblica Federativa do Brasil
PraÃ§a da Matriz, 101;;Porto Alegre;RS;90010-300;Teatro Dante Barone;(51)3210-2076;Centro Historico;CENTRO;http://www2.al.rs.gov.br/drpac/TeatroDanteBarone/tabid/3270/language/pt-BR/Default.aspx;ESPAÃ‡O CULTURAL;;-30,01405468787;-51,173441093698;PraÃ§a da Matriz, 101 Porto Alegre, RS 90010-300
PraÃ§a Marechal deodoro 55,  5Âº andar ;;Porto Alegre;RS;90010-906;Arquivo e Biblioteca do Memorial do JudiciÃ¡rio GaÃºcho ;(51)3210-6290;Centro Historico;CENTRO;http://www1.tjrs.jus.br/site/publicacoes/biblioteca/;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;arquivo;-30,032848865886;-51,229601257807;PraÃ§a Marechal Deodoro, 55 - Centro, Porto Alegre - RS, 90010-300, RepÃºblica Federativa do Brasil
PraÃ§a Marechal Deodoro,  sn;;Porto Alegre;RS;90010-300;Theatro SÃ£o Pedro;(51)3227-5100;Centro Historico;CENTRO;http://www.teatrosaopedro.com.br/;ESPAÃ‡O CULTURAL;;-30,042616602693;-51,18026006908;Central, Porto Alegre - RS, 90010-300, RepÃºblica Federativa do Brasil
PraÃ§a Marechal Deodoro, 101;;Porto Alegre;RS;90010-300;EspaÃ§o Novos Talentos;(51)3295-8659;Centro Historico;CENTRO;;ESPAÃ‡O CULTURAL;;-30,024364161213;-51,193535627033;PraÃ§a Marechal Deodoro, 101 Porto Alegre, RS 90010-300
PraÃ§a Marechal Deodoro, 110; Centro HistÃ³rico;Porto Alegre;RS;90010-300;Memorial do MinistÃ©rio PÃºblico;(51)3295-8650;Centro Historico;;www.mp.rs.gov.br/memorial;ESPAÃ‡O CULTURAL;;-30,032549246664;-51,229547504744;PraÃ§a Marechal Deodoro, 110 - Centro, Porto Alegre - RS, 90010-300, RepÃºblica Federativa do Brasil
PraÃ§a Marechal Deodoro, 55;;Porto Alegre;RS;90010-300;Museu do Memorial do JudiciÃ¡rio do Rio Grande do Sul;(51)3210-7176;;CENTRO;www.tj.rs.gov.br;ESPAÃ‡O CULTURAL;;-30,032295754394;-51,229799868533;PraÃ§a Marechal Deodoro, 55 Porto Alegre, RS 90010-300
Rua 24 de Outubro, 112;;Porto Alegre;RS;90510-002;Goethe-Institut;(51)2118-7800;Independencia;CENTRO;http://www.goethe.de/ins/br/poa/bib/knt/ptindex.htm;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura, mÃºsica, audiovisual ;-30,027842956903;-51,205877236133;Rua Vinte e Quatro de Outubro, 112 - IndependÃªncia, Porto Alegre - RS, 90510-002, RepÃºblica Federativa do Brasil
Rua 24 de Outubro, 112;;Porto Alegre;RS;90510-002;Instituto Goethe     ;(51)2118-7800;Independencia;CENTRO;www.goethe.de/br/poa/;ESPAÃ‡O CULTURAL;;-30,027591681607;-51,204872755833;Rua 24 de Outubro, 112 Porto Alegre, RS 90510-002
Rua 24 de Outubro, 200;;Porto Alegre;RS;90510-002;AuditÃ³rio da Galera do DMAE Centro HistÃ³rico-Cultural AntÃ´nio Klinger Filho;(51)3289-9727;Moinhos de Vento;CENTRO;http://www2.portoalegre.rs.gov.br/dmae/default.php?p_secao=243;ESPAÃ‡O CULTURAL;;-30,027589707162;-51,20487603107;Rua Vinte e Quatro de Outubro, 200 - Moinhos de Vento, Porto Alegre - RS, 90510-002, RepÃºblica Federativa do Brasil
Rua 24 de Outubro, 200;;Porto Alegre;RS;90510-002;Galeria de Arte do DMAE;(51)3289-9727;Moinhos de Vento;CENTRO;http://www2.portoalegre.rs.gov.br/dmae/default.php?p_secao=243;ESPAÃ‡O CULTURAL;artes visuais, fotografia;-30,02908804536;-51,230000727355;Rua 24 de Outubro, 200 Porto Alegre, RS 90510-002
Rua 7 de Setembro 1020, ;;Porto Alegre;RS;90010-191;EspaÃ§o Cultural Correios;(51)3220-8468;Centro Historico;CENTRO;;ESPAÃ‡O CULTURAL;;-30,029086827711;-51,229997599664;Rua Sete de Setembro, 1020 - Centro, Porto Alegre - RS, 90010-191, RepÃºblica Federativa do Brasil
Rua 7 de Setembro, 1020; 2Âº andar sala 2;Porto Alegre;RS;90010-191;Arquivo HistÃ³rico do Rio Grande do Sul;(51)3225-7880;Bom Fim;CENTRO;http://www.cultura.rs.gov.br/principal.php?inc=arq_hist;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;arquivo;-30,031057770275;-51,235370487009;Rua Sete de Setembro, 1020 - Centro, Porto Alegre - RS, 90010-191, RepÃºblica Federativa do Brasil
Rua 7 de Setembro, 388;;Porto Alegre;RS;90010-300;Memorial TCE;(51)3214-9787;Centro Historico;CENTRO;http://www.tce.rs.gov.br/;ESPAÃ‡O CULTURAL;;-30,01394217246;-51,204507262272;Rua Sete de Setembro, 388 - Centro, Porto Alegre - RS, 90010-190, RepÃºblica Federativa do Brasil
Rua A. TamandarÃ©, 678;102;Porto Alegre;RS;90220-030;AssociaÃ§Ã£o Cultural Italia-Porto Alegre Onlus;(51)9334-9987;Floresta;CENTRO;http://www.italia-portoalegre.eu;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;Cultura italiana;-30,058488908578;-51,165435668186;Rua Almirante TamandarÃ©, 678 - Floresta, Porto Alegre - RS, 90220-030, RepÃºblica Federativa do Brasil
Rua Albion, 385;;Porto Alegre;RS;91530-010;Museu Itinerante MemÃ³ria Carris;(51)3289-2143;Partenon;PARTENON;www.carris.com.br;ESPAÃ‡O CULTURAL;;-30,030795539369;-51,228473130474;Rua Albion, 385 - Partenon, Porto Alegre - RS, 91530-010, RepÃºblica Federativa do Brasil
Rua Andrade Neves, 100; CJ 301/302;Porto Alegre;RS;90010-210;FundaÃ§Ã£o Teixeirinha;(51)3225-3575;Centro Historico;CENTRO;http://www.teixeirinha.com.br/fundacao.asp;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;arquivo, leitura, mÃºsica, audiovisual;-30,153235369671;-51,145213116292;Rua General Andrade Neves, 100 - Centro, Porto Alegre - RS, 90010-210, RepÃºblica Federativa do Brasil
Rua AndrÃ© Puente, 318;;Porto Alegre;RS;90035-150;Instituto Estadual do Livro;(51)3311-7311;Independencia;CENTRO;;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro;-30,028099952818;-51,210789036884;Rua AndrÃ© Puente, 318 Porto Alegre, RS 90035-150
Rua AntÃ´nio Rocha Meirelles Leite, 50;;Porto Alegre;RS;91790-150;Biblioteca Municipal da Restinga;(51)3245-1334;Restinga;RESTINGA;http://www2.portoalegre.rs.gov.br/smc/default.php?reg=4&p_secao=55;ESPAÃ‡O CULTURAL;LITERATURA;-30,071671873078;-51,227441261321;Rua AntÃ´nio Rocha Meirelles Leite - Restinga, Porto Alegre - RS, 91790-150, RepÃºblica Federativa do Brasil
Rua Ariovaldo Alvez Paz, 200;;Porto Alegre;RS;91180-515;AECPARS AssociaÃ§Ã£o Entidades Carnavalescas de Porto Alegre e do Rio Grande do Sul;(51)3348-9202;Rubem Berta;EIXO BALTAZAR;http://www.carnavalpoa.com.br/;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;Carnaval;-30,029838105459;-51,229040800201;Rua Ariovaldo Alves Paz, 200 - Rubem Berta, Porto Alegre - RS, 91180-515, RepÃºblica Federativa do Brasil
Rua Banco da ProvÃ­ncia, 105;;Porto Alegre;RS;90840-030;Museu de Geologia da Companhia de Pesquisas e Recursos Minerais  CPRM;(51)3406-7300;Santa Tereza;CRUZEIRO;http://www.cprm.gov.br/museudegeologia;ESPAÃ‡O CULTURAL;;-30,009253303513;-51,188534425185;Rua Banco da ProvÃ­ncia, 105 - Santa Tereza, Porto Alegre - RS, 90840-030, RepÃºblica Federativa do Brasil
Rua BarÃ£o de Cotegipe, 400;;Porto Alegre;RS;90540-020;Memorial Sogipa;(51)3325-7239;Sao Joao;NOROESTE;www.sogipa.esp.br;ESPAÃ‡O CULTURAL;;-30,009283549533;-51,188517878237;Rua BarÃ£o do Cotegipe, 400 - SÃ£o JoÃ£o, Porto Alegre - RS, 90540-020, RepÃºblica Federativa do Brasil
Rua BarÃ£o de Cotegipe, 415;;Porto Alegre;RS;90540-020;Anfiteatro do Sogipa;(51)3325-7270;Sao Joao;NOROESTE;http://www.sogipa.com;ESPAÃ‡O CULTURAL;;-30,009285928016;-51,188518078824;Rua BarÃ£o do Cotegipe, 415 - SÃ£o JoÃ£o, Porto Alegre - RS, 90540-020, RepÃºblica Federativa do Brasil
Rua BarÃ£o de Cotegipe, 415;;Porto Alegre;RS;90540-020;Biblioteca J.Aloys Friederichs SOGIPA;(51)3325-7276;Sao Joao;NOROESTE;http://www.sogipa.com/2010/biblioteca.php;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura, ;-30,058773737982;-51,219775583924;Rua BarÃ£o de Cotegipe, 415 Porto Alegre, RS 90540-020
Rua BarÃ£o de TeffÃ©, 129;;Porto Alegre;RS;90160-150;EspaÃ§o Engenho e Arte;(51)3235-2357;Menino Deus;CENTRO;;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura;-30,098386642101;-51,255979024761;Rua BarÃ£o de Teffe, 129 - Menino Deus, Porto Alegre - RS, 90160-150, RepÃºblica Federativa do Brasil
Rua BarÃ£o de TramandaÃ­, 569;;Porto Alegre;RS;91030-380;Emporion de Arte;(51)3248-9601;Passo Dareia;NOROESTE;;ESPAÃ‡O CULTURAL;;-30,043313002401;-51,229804989755;Rua BarÃ£o de TramandaÃ­, 569 - Passo da Areia, Porto Alegre - RS, 91030-380, RepÃºblica Federativa do Brasil
Rua BororÃ³, 21;;Porto Alegre;RS;91900-540;Biblioteca ComunitÃ¡ria BororÃ³;;Vila Assuncao;SUL;;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura,  teatro, fotografia, danÃ§a;-30,019393251604;-51,205479367623;Rua BororÃ³, 21 - Vila AssunÃ§Ã£o, Porto Alegre - RS, 91900-540, RepÃºblica Federativa do Brasil
Rua CÃ¢ncio Gomes, 786;;Porto Alegre;RS;90220-060;LÃ­gia Meurer ;(51)3222-4219;Floresta;CENTRO;http://www.bibliotecapublica.rs.gov.br/;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura,;-30,036770939838;-51,171500132186;Rua CÃ¢ncio Gomes, 786 - Floresta, Porto Alegre - RS, 90220-060, RepÃºblica Federativa do Brasil
Rua Carazinho, 330;;Porto Alegre;RS;90460-190;Vertente  EspaÃ§o de Arte;(51)3333-3372;Petropolis;CENTRO;;ESPAÃ‡O CULTURAL;;-30,040183799832;-51,183804471781;Rua Carazinho, 330 Porto Alegre, RS 90460-190
Rua Carlos Huber, 425;;Porto Alegre;RS;91330-150;Memorial â€œDo Deustcher Hilfsrerein ao ColÃ©gio Farroupilhaâ€;(51)3382-1875;Tres Figueiras;LESTE;;ESPAÃ‡O CULTURAL;;-30,030198533823;-51,209382552101;Rua Carlos Huber, 425 - TrÃªs Figueiras, Porto Alegre - RS, 91330-150, RepÃºblica Federativa do Brasil
Rua Carlos Legori, 32;;Porto Alegre;RS;91340-150;AdÃ¡gio Escola de MÃºsica;(51)3361-3750;Passo Dareia;NOROESTE;;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;mÃºsica;-30,020277311813;-51,169683428074;Rua Carlos Legori, 32 Porto Alegre, RS 91340-150
Rua Castro Alves, 101;;Porto Alegre;RS;90430-130;Galeria Marisa Soibelmann EspaÃ§o de Cultura e Arte;(51)3311-8390;Independencia;CENTRO;;ESPAÃ‡O CULTURAL;;-30,034744335971;-51,235674445201;Rua Castro Alves, 101 - IndependÃªncia, Porto Alegre - RS, 90430-130, RepÃºblica Federativa do Brasil
Rua Cel Paulino Teixeira, 35;;Porto Alegre;RS;90420-160;Galeria Tina Zapponi;(51)3332-3726;Rio Branco;CENTRO;http://www.brasilartegaleria.com.br/;ESPAÃ‡O CULTURAL;fotografia, artes visuais;-30,034070208671;-51,203188428142;Rua Cel Paulino Teixeira, 35 Porto Alegre, RS 90420-160
Rua Cel. Fernando Machado, 195;;Porto Alegre;RS;90010-320;JabutipÃª;(51)9196-4860;Centro Historico;CENTRO;http://www.jabutipe.com.br/;ESPAÃ‡O CULTURAL;;-30,021829124244;-51,199720418737;Rua Coronel Fernando Machado, 195 - Centro, Porto Alegre - RS, 90010-320, RepÃºblica Federativa do Brasil
Rua Cel. Joaquim Pedro Salgado, 80;;Porto Alegre;RS;90420-060;Ipa Metodista;(51)3316-1100;Rio Branco;CENTRO;www.metodistadosul.com.br;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;mÃºsica;-30,034642208714;-51,198714703502;Rua Cel. Joaquim Pedro Salgado, 80 Porto Alegre, RS 90420-060
Rua Cel. Joaquim Pedro Salgado, 80;;Porto Alegre;RS;90420-060;Bibilioteca do Ipa Guilherme Mylius Central;(51)3316-1346;Rio Branco;CENTRO;http://www.metodistadosul.edu.br/bibliotecas/;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro;-30,034640324205;-51,198719983323;Rua Cel. Joaquim Pedro Salgado, 80 Porto Alegre, RS 90420-060
Rua Comendador Caminha,  sn;;Porto Alegre;RS;90570-041;Biblioteca EcolÃ³gica Infantil Maria Dinorah;(51)3289-8311;Moinhos de Vento;CENTRO;http://www2.portoalegre.rs.gov.br/smam/default.php?p_secao=211;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura;-30,000296779798;-51,20223552142;Porto Alegre - RS, 90570-041, RepÃºblica Federativa do Brasil
Rua Comendador Tavares, 360;;Porto Alegre;RS;90230-020;Museu Dr. JosÃ© Faibes Lubianca / PolÃ­cia Civil;(51)3288-9312;Navegantes;HUMAITA/NAVEGANTES;www.pc.rs.gov.br/acadepol/museu.html;ESPAÃ‡O CULTURAL;;-30,035083342204;-51,2265831328;Rua Comendador Tavares, 360 - Navegantes, Porto Alegre - RS, 90230-020, RepÃºblica Federativa do Brasil
Rua Coronel Bordini, 1665;;Porto Alegre;RS;90440-003;Galeria de Artes Edelweiss;(51)3029-6474;Rio Branco;CENTRO;;ESPAÃ‡O CULTURAL;;-30,032876314863;-51,195913566359;Rua Coronel Bordini, 1665 Porto Alegre, RS 90440-003
Rua Coronel Bordini, 907;;Porto Alegre;RS;90440-003;Sala de Arte;(51)3330-4763;Moinhos de Vento;CENTRO;http://www.saladearte.com.br/;ESPAÃ‡O CULTURAL;;-30,025958970673;-51,196435085825;Rua Coronel Bordini, 907 Porto Alegre, RS 90440-003
Rua Coronel Bordini, 907;;Porto Alegre;RS;90440-003;Galeria Belas Artes;(51)3388-2915;Moinhos de Vento;CENTRO;http://www.galeriabelasartes.com.br;ESPAÃ‡O CULTURAL;;-30,025958822339;-51,196435015678;Rua Coronel Bordini, 907 Porto Alegre, RS 90440-003
Rua Coronel Bordini, 907;;Porto Alegre;RS;90440-004;Roberta Karam;(51)3388-6309;Moinhos de Vento;CENTRO;http://www.robertakaram.com.br/galeria.htm;ESPAÃ‡O CULTURAL;;-30,02595850996;-51,19642839703;Rua Coronel Bordini, 907 Porto Alegre, RS 90440-004
Rua Coronel Bordini, 917;;Porto Alegre;RS;90440-003;Galeria Esculturas;(51)3388-6309;Moinhos de Vento;CENTRO;;ESPAÃ‡O CULTURAL;;-30,026057493414;-51,196422694212;Rua Coronel Bordini, 917 Porto Alegre, RS 90440-003
Rua Coronel Bordini, 920;;Porto Alegre;RS;90440-001;Casa Arte Canoas;(51)3013-1529;Moinhos de Vento;CENTRO;http://www.casaartecanoas.com.br/web/principal.php;ESPAÃ‡O CULTURAL;artes visuais;-30,026060838112;-51,196380236093;Rua Coronel Bordini, 920 Porto Alegre, RS 90440-001
Rua Coronel Corte Real, 647;;Porto Alegre;RS;90630-080;Gravura;(51)3333-1946;Petropolis;CENTRO;http://www.gravuragaleria.com.br;ESPAÃ‡O CULTURAL;;-30,046220214491;-51,194745833992;Rua Coronel Corte Real, 647 Porto Alegre, RS 90630-080
Rua Coronel Corte Real, 687;301;Porto Alegre;RS;90630-080;Cezar Prestes Artte;(51)3330-3577;Petropolis;CENTRO;;ESPAÃ‡O CULTURAL;;-30,045680179355;-51,194466429385;Rua Coronel Corte Real, 687 - PetrÃ³polis, Porto Alegre - RS, 90630-080, RepÃºblica Federativa do Brasil
